Keyword,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date
alex stein blaze tv,"Tweet box, Image pack",10,6,,,1,,0,,8,New,,,,https://www.theblaze.com/podcasts/prime-time-with-alex-stein,,4/10/2024 10:38
my patriot supply glenn beck special,"Adwords top, Adwords sitelink",20,0,2.72,0,1,1,0,16,7,9,,https://www.theblaze.com/u/mypatriotsupply,,https://www.theblaze.com/u/mypatriotsupply,1/18/2024 2:52,4/19/2024 17:21
married minnesota mother,Image pack,20,10,,,1,,0,,7,New,,,,https://www.theblaze.com/news/married-minnesota-mom-child-sex-abuse,,3/29/2024 6:19
letitia mcadoo,Image pack,20,0,,,1,,0,,7,New,,,,https://www.theblaze.com/news/home-depot-employee-charged-with-allegedly-embezzling-1-2-million-over-15-month-span,,4/13/2024 14:01
rachelle edwards osceola county,"Videos, Image pack",40,0,,0,1,1,0,20,10,10,,https://www.theblaze.com/news/female-guard-at-juvenile-detention-center-accused-of-seducing-teen-inmate,,https://www.theblaze.com/news/female-guard-at-juvenile-detention-center-accused-of-seducing-teen-inmate,1/19/2024 7:19,4/19/2024 7:08
lisa reynolds the blaze,"Tweet box, Image pack, Thumbnail",30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/shows/slightly-offensve/proud-boys,,3/28/2024 7:48
shanna mclaughlin engaged,,10,0,,0,1,1,0,12,6,6,,https://www.theblaze.com/news/2011/09/08/ex-playboy-playmate-gets-9-years-for-shooting-her-husband,,https://www.theblaze.com/news/2011/09/08/ex-playboy-playmate-gets-9-years-for-shooting-her-husband,12/27/2023 4:08,4/12/2024 2:44
aaron berman facebook,,10,2,,1,1,0,0,8,6,2,,https://www.theblaze.com/news/facebook-promotes-former-cia-agent-from-misinformation-manager-to-head-of-elections-policies-ahead-of-2024-election,,https://www.theblaze.com/news/facebook-promotes-former-cia-agent-from-misinformation-manager-to-head-of-elections-policies-ahead-of-2024-election,12/31/2023 9:09,4/22/2024 13:43
the blaze tv wiki,People also ask,10,50,0,1,1,0,0,6,6,,,https://www.theblaze.com/,,https://www.theblaze.com/,1/12/2024 10:59,3/10/2024 8:44
ebony lesbian basketball,People also ask,10,1,0,,1,,0,,5,New,,,,https://www.theblaze.com/shows/fearless-with-jason-whitlock/caitlin-clark-under-attack-for-not-being-a-black-lesbian,,3/9/2024 15:14
kyle shurtz,"Image pack, Thumbnail",40,0,,,1,,0,,10,New,,,,https://www.theblaze.com/news/2-las-vegas-men-busted-by-undercover-officer-for-trying-to-sell-100-pounds-of-magic-mushrooms-report,,3/21/2024 13:04
mom's car totaled by mob,Image pack,40,0,,1,1,-1,0,8,10,-2,,https://www.theblaze.com/news/video-thug-repeatedly-kicks-womans-car-amid-violent-street-takeover-but-message-on-his-hoodie-may-be-saddest-part,,https://www.theblaze.com/news/video-thug-repeatedly-kicks-womans-car-amid-violent-street-takeover-but-message-on-his-hoodie-may-be-saddest-part,1/17/2024 0:07,4/8/2024 8:06
mindy kaling transphobia,,20,1,,1,1,0,0,7,7,,,https://www.theblaze.com/news/transgender-mindy-kaling-rowling-tweet,,https://www.theblaze.com/news/transgender-mindy-kaling-rowling-tweet,1/21/2024 6:48,4/7/2024 17:32
glenn becks website,"Sitelinks, Tweet box, People also ask, Image pack",30,74,0,0,1,1,0,60,10,50,,https://www.theblaze.com/,,https://www.theblaze.com/,1/17/2024 2:01,3/14/2024 5:15
everybody must eat,,30,3,,,1,,0,,9,New,,,,https://www.theblaze.com/news/woman-actually-yells-everybody-must-eat-as-she-livestreams-looters-ransacking-philly-liquor-store,,4/13/2024 0:55
can you smile in your license picture pa,"Featured snippet, People also ask, Image pack",30,3,,,1,,0,,9,New,,,,https://www.theblaze.com/news/2012/09/23/which-state-banned-smiling-in-drivers-license-photos,,4/13/2024 2:22
sexual attack on florida beach,People also ask,20,0,0,,1,,0,,8,New,,,,https://www.theblaze.com/news/sex-assault-florida-beach-samaritan,,3/11/2024 0:33
align newsletter,Image pack,10,1,,2,1,-1,0,2,5,-3,,https://www.theblaze.com/align/,,https://www.theblaze.com/align/,1/13/2024 22:54,4/18/2024 9:09
maury county courthouse miley cyrus,"People also ask, Image pack",40,0,,,1,,0,,10,New,,,,https://www.theblaze.com/news/jason-aldean-lynching-site-courthouse,,4/8/2024 18:47
is greg gutfeld religious,"Featured snippet, People also ask",20,0,,,1,,0,,6,New,,,,https://www.theblaze.com/news/2014/03/21/non-religious-greg-gutfeld-makes-an-interesting-submission-about-the-church,,4/15/2024 7:45
california snitch hotline,,20,1,,,1,,0,,6,New,,,,https://www.theblaze.com/news/california-launches-hate-acts-hotline,,4/16/2024 5:57
seth dillon chelsea clinton,,20,3,,1,1,0,0,7,6,1,,https://www.theblaze.com/news/chelsea-clinton-book-lgbtq-children,,https://www.theblaze.com/news/chelsea-clinton-book-lgbtq-children,1/20/2024 3:33,4/14/2024 3:49
dede duffy florida,,30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/news/fl-preschool-tiktok-choose-family,,4/2/2024 4:45
jason whitock,"Tweet box, Knowledge panel",20,14,,,1,,0,,10,New,,,,https://www.theblaze.com/u/jasonwhitlock,,4/9/2024 5:03
prepare with chad.com,"Adwords top, Adwords sitelink, People also ask, Image pack, Adwords bottom",20,19,1.14,2,1,-1,0,5,8,-3,,https://www.theblaze.com/u/mypatriotsupply,,https://www.theblaze.com/u/mypatriotsupply,1/13/2024 15:59,4/8/2024 20:18
who runs the blaze,"Featured snippet, People also ask",10,29,,,1,,0,,5,New,,,,https://www.theblaze.com/about,,4/4/2024 12:26
femenoid,Thumbnail,20,8,,,1,,0,,10,New,,,,https://www.theblaze.com/news/cnn-publishes-warning-for-mothers-with-white-teen-sons,,3/28/2024 6:31
@supposedlyasystem,"Thumbnail, Image pack",20,0,,,1,,0,,7,New,,,,https://www.theblaze.com/news/tiktok-video-40-hours-week,,4/13/2024 1:12
7300 block of radford avenue pizza,,30,1,,,1,,0,,9,New,,,,https://www.theblaze.com/news/pizza-joint-super-lab-thc,,4/12/2024 20:57
unashamed with phil robertson,"People also ask, Knowledge panel",20,11,0.52,1,1,0,0,10,9,1,,https://www.theblaze.com/podcasts/unashamed-with-phil-robertson,,https://www.theblaze.com/podcasts/unashamed-with-phil-robertson,1/12/2024 9:05,4/11/2024 2:46
married minnesota mom hockey,,20,5,,,1,,0,,8,New,,,,https://www.theblaze.com/news/married-minnesota-mom-child-sex-abuse,,4/3/2024 15:11
brian sulc dhs,,30,0,,0,1,1,0,27,10,17,,https://www.theblaze.com/news/brian-sulc-administrative-leave,,https://www.theblaze.com/news/brian-sulc-administrative-leave,1/17/2024 17:43,4/18/2024 16:20
ibm allyship commandments,"Featured snippet, Sitelinks",30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/news/ibm-redhat-10-commandments-allyship,,4/15/2024 0:54
savannah daisley instagram,Image pack,30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/tag/savannah-daisley-instagram,,4/13/2024 3:06
pink book lessons face,"Image pack, People also ask",20,0,,,1,,0,,7,New,,,,https://www.theblaze.com/fearless/squires-pink-book-lessons,,3/29/2024 22:13
the steve deace show,Tweet box,10,20,,0,1,1,0,11,6,5,,https://www.theblaze.com/podcasts/steve-deace-show,,https://www.theblaze.com/podcasts/steve-deace-show,1/1/2024 3:02,3/23/2024 12:20
herman grim new york,,20,3,,,1,,0,,8,New,,,,https://www.theblaze.com/news/black-man-in-nyc-who-failed-teacher-s-test-many-times-will-receive-over-2-million-in-compensation-after-court-determines-test-was-racist,,4/15/2024 11:51
dee dee duffy cape coral teacher,Image pack,20,0,,,1,,0,,8,New,,,,https://www.theblaze.com/news/fl-preschool-tiktok-choose-family,,4/4/2024 0:45
last 8 disney releases,"Featured snippet, People also ask",20,30,,,1,,0,,8,New,,,,https://www.theblaze.com/news/disney-movies-box-office-loses,,4/4/2024 4:55
woodgrove high school walkout,Image pack,20,5,,,1,,0,,8,New,,,,https://www.theblaze.com/news/invasion-of-privacy-loudoun-county-students-walk-out-demand-school-district-restore-girls-only-and-boys-only-restrooms,,4/19/2024 0:16
wellesley high school usa day,Image pack,20,1,,,1,,0,,8,New,,,,https://www.theblaze.com/news/usa-day-kiboshed-at-massachusetts-high-school-because-its-too-politicized,,4/15/2024 7:45
what happened to jason whitlock podcast,"People also ask, Tweet box, Discussions, Image pack",30,10,,1,1,0,0,9,9,,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,1/8/2024 6:12,4/17/2024 0:23
leomeir kennedy arrest trans,,20,3,,,1,,0,,8,New,,,,https://www.theblaze.com/news/transgender-died-prison-molested-children,,4/14/2024 6:17
www blaze,,10,82,,2,1,-1,0,2,6,-4,,https://www.theblaze.com/,,https://www.theblaze.com/,1/8/2024 7:44,4/11/2024 21:03
tyreek hill plus size model,"Thumbnail, Image pack",30,3,,,1,,0,,10,New,,,,https://www.theblaze.com/news/tyreek-hill-sophie-hall-lawsuit,,4/15/2024 10:14
tennessee cop breaks silence,"People also ask, Image pack",10,0,,,1,,0,,6,New,,,,https://www.theblaze.com/news/maegan-hall-tennessee-cop-sex-scandal,,4/7/2024 5:51
trans woman period cramps tweet,,10,0,,1,1,0,0,6,6,,,https://www.theblaze.com/news/social-media-offers-science-lesson-after-transgender-woman-tweets-about-first-period,,https://www.theblaze.com/news/social-media-offers-science-lesson-after-transgender-woman-tweets-about-first-period,1/4/2024 0:56,4/16/2024 2:55
ada twist gay wedding,People also ask,30,4,,1,1,0,0,10,9,1,,https://www.theblaze.com/news/netflix-gay-wedding-obama,,https://www.theblaze.com/news/netflix-gay-wedding-obama,1/3/2024 12:49,3/25/2024 15:53
russell simpson stylist,"Thumbnail, Image pack",20,0,,,1,,0,,8,New,,,,https://www.theblaze.com/fearless/gay-rumors-are-the-price-shannon-sharpe-must-pay-for-matriarchal-counseling,,4/13/2024 0:24
chick fil a in the 80s,"Image pack, People also ask",30,8,,,1,,0,,10,New,,,,https://www.theblaze.com/news/chick-fil-a-nearly-shut-down-in-the-80s-heres-how-their-christian-purpose-saved-the-company,,4/14/2024 9:54
how many listeners does joe rogan get,"Featured snippet, People also ask",20,34,,,1,,0,,9,New,,,,https://www.theblaze.com/news/joe-rogan-podcast-listeners-audience-podcast-spotify,,4/14/2024 2:30
uncle jimmy speak for yourself fired,"People also ask, Image pack",10,0,,0,1,1,0,20,5,15,,https://www.theblaze.com/fearless/whitlock-uncle-jimmys-covid-battle-teaches-me-a-new-lesson-about-cancel-culture-and-fear,,https://www.theblaze.com/fearless/whitlock-uncle-jimmys-covid-battle-teaches-me-a-new-lesson-about-cancel-culture-and-fear,12/31/2023 4:37,4/11/2024 11:18
katia bissonnette boxer,"Thumbnail, Image pack",40,3,,,1,,0,,7,New,,,Image pack,https://www.theblaze.com/news/female-boxer-learns-at-last-moment-her-opponents-manhood-was-kept-a-secret,,4/12/2024 12:19
dildo ring toss,People also ask,10,0,,0,1,1,0,18,8,10,,https://www.theblaze.com/news/sex-toy-ring-toss-gay-pride-festival-family-friendly,,https://www.theblaze.com/news/sex-toy-ring-toss-gay-pride-festival-family-friendly,1/6/2024 22:59,4/16/2024 22:55
kibbe on liberty,"Knowledge panel, Image pack",20,10,,1,1,0,0,7,9,-2,,https://www.theblaze.com/podcasts/kibbe-on-liberty,,https://www.theblaze.com/podcasts/kibbe-on-liberty,1/1/2024 0:22,3/23/2024 21:58
jeremy ogorek,"Image pack, Thumbnail",20,0,,,1,,0,,9,New,,,,https://www.theblaze.com/align/provisions-the-vanman-company,,4/10/2024 1:42
devante garrison-johnson,Image pack,20,4,,1,1,0,0,7,9,-2,,https://www.theblaze.com/news/good-samaritan-who-rescued-couple-beaten-by-chicago-teen-takeover-mob-rips-mayor-says-cops-refused-to-help,,https://www.theblaze.com/news/good-samaritan-who-rescued-couple-beaten-by-chicago-teen-takeover-mob-rips-mayor-says-cops-refused-to-help,1/3/2024 21:45,4/14/2024 3:47
royal ballet academy trans,"Featured snippet, People also ask",20,1,,,1,,0,,9,New,,,,https://www.theblaze.com/news/transgender-ballerina-who-studied-at-royal-academy-of-dance-goes-viral-for-all-the-wrong-reasons,,4/13/2024 6:57
mark childers daycare,Image pack,20,4,,,1,,0,,9,New,,,,https://www.theblaze.com/news/no-jail-time-for-male-day-care-worker-posing-as-female-who-molested-baby-while-changing-diaper-for-now,,3/29/2024 21:16
christine rzasa teacher,"Image pack, People also ask",30,0,,,1,,0,,10,New,,,,https://www.theblaze.com/news/second-grade-teacher-sent-afro-wig-white-face-paint-to-mixed-race-student-parents-allege-in-new-lawsuit,,4/5/2024 23:53
wonka woke movie,"Discussions, Image pack",30,0,,,1,,0,,10,New,,,,https://www.theblaze.com/shows/pseudo-intellectual/wonka-is-shockingly-good,,4/13/2024 6:21
yuengling beer sponsors drag show,People also ask,20,3,,,1,,0,,8,New,,,,https://www.theblaze.com/news/yuengling-drag-queen-show-children,,4/13/2024 1:30
best buy mckinsey management program,,20,2,2.08,,1,,0,,8,New,,,,https://www.theblaze.com/news/best-buy-boycott-diversity-programs,,4/22/2024 5:08
blaze.com/activate,"Top stories, People also ask",20,28,,1,1,0,0,8,7,1,,https://www.theblaze.com/,,https://www.theblaze.com/,1/4/2024 7:12,4/13/2024 6:37
work for glenn beck,"Tweet box, People also ask, Sitelinks, Image pack",20,8,0,1,1,0,0,10,10,,,https://www.theblaze.com/jobs,,https://www.theblaze.com/jobs,1/19/2024 22:33,3/14/2024 20:55
zac hanson orthodox,Image pack,20,1,,1,1,0,0,8,9,-1,,https://www.theblaze.com/news/hanson-brother-ordained-to-diaconate-in-orthodox-christian-church,,https://www.theblaze.com/news/hanson-brother-ordained-to-diaconate-in-orthodox-christian-church,12/29/2023 6:52,4/4/2024 18:31
kevin da silva arrested,Image pack,30,0,,,1,,0,,6,New,,,Image pack,https://www.theblaze.com/news/after-street-takeover-driver-hits-onlookers-while-trying-to-elude-cop-brother-of-suspect-speaks-out-hes-a-good-kid-he-messed-up-everybody-has-a-mess-up,,4/13/2024 1:00
28 year old basketball player dies of heart attack,"Thumbnail, People also ask",30,15,,,1,,0,,10,New,,,,https://www.theblaze.com/news/professional-basketball-player-died-suddenly,,3/24/2024 14:25
fearless with jason whitlock wikipedia,"Tweet box, People also ask, Image pack",30,44,,,1,,0,,10,New,,,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,,4/6/2024 10:05
what denomination is chapel street church,"Featured snippet, People also ask, Knowledge panel",20,4,,1,1,0,0,10,9,1,,https://www.theblaze.com/news/2017/05/08/120-year-old-illinois-church-ditches-baptist-name-over-negative-stereotypes,,https://www.theblaze.com/news/2017/05/08/120-year-old-illinois-church-ditches-baptist-name-over-negative-stereotypes,1/13/2024 12:09,4/18/2024 19:41
elemental boycott,"People also ask, Image pack",20,4,,,1,,0,,9,New,,,,https://www.theblaze.com/news/disney-elemental-movie-nonbinary-xenophobia-box-office,,3/29/2024 0:19
fenix ammunition feinstein,Thumbnail,20,2,,,1,,0,,8,New,,,,https://www.theblaze.com/news/ammunition-company-celebrates-feinstein-death,,3/28/2024 10:28
caleb c holiday inn,,20,1,,,1,,0,,8,New,,,,https://www.theblaze.com/news/gofundme-harassed-holiday-inn-employee-video,,4/14/2024 1:11
mya walmsley boxing record,Image pack,30,2,,,1,,0,,10,New,,,,https://www.theblaze.com/news/female-boxer-learns-at-last-moment-her-opponents-manhood-was-kept-a-secret,,4/14/2024 13:51
glenn beck mercury museum,People also ask,10,1,0,1,1,0,0,8,8,,,https://www.theblaze.com/news/glenn-beck-american-journey-experience-vault-training-center-museum,,https://www.theblaze.com/news/glenn-beck-american-journey-experience-vault-training-center-museum,1/7/2024 21:06,3/5/2024 10:16
apollo middle school teacher arrested,Image pack,10,0,,0,1,0,0,9,7,2,,https://www.theblaze.com/news/2018/06/22/longtime-middle-school-teacher-arrested-on-multiple-counts-of-child-porn-he-claims-it-was-art,,https://www.theblaze.com/news/2018/06/22/longtime-middle-school-teacher-arrested-on-multiple-counts-of-child-porn-he-claims-it-was-art,1/16/2024 21:23,4/19/2024 5:15
milo mtv transgender,Discussions,30,6,,,1,,0,,10,New,,,,https://www.theblaze.com/news/milo-mtv-transformation-detransition,,4/13/2024 0:29
minnesota demon summoning,,30,5,,,1,,0,,10,New,,,,https://www.theblaze.com/news/taxpayer-subsidized-art-center-in-minnesota-holds-playful-demon-summoning-session-for-families,,4/5/2024 9:44
jason whitlock fearless email address,"Tweet box, Image pack",10,6,,,1,,0,,8,New,,,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,,4/6/2024 23:28
bud light bubble bath,"Image pack, Thumbnail",30,1,,0,1,1,0,80,2,78,,https://www.theblaze.com/news/bud-light-taps-transsexual-dylan-mulvaney-to-become-march-madness-spokesman,Image pack,https://www.theblaze.com/news/bud-light-taps-transsexual-dylan-mulvaney-to-become-march-madness-spokesman,1/4/2024 21:39,3/26/2024 14:09
samantha sullivan fox news,"Tweet box, Image pack",20,0,,1,1,0,0,9,8,1,,https://www.theblaze.com/u/samanthasullivan,,https://www.theblaze.com/u/samanthasullivan,12/31/2023 3:35,4/6/2024 11:51
the blaze promo code,,20,19,,,1,,0,,10,New,,,,https://www.theblaze.com/tag/coupons-promo-codes-discounts,,4/21/2024 16:32
joy reid dildo,People also ask,20,3,,,1,,0,,10,New,,,,https://www.theblaze.com/news/joy-reid-account-censors-strap-on-dildo,,3/30/2024 3:03
dem staffer graphic act,"Image pack, People also ask",20,15,,,1,,0,,9,New,,,,https://www.theblaze.com/news/ben-cardin-gay-graphic-video,,4/13/2024 1:56
dagny benedict cause of death,"Knowledge panel, Image pack",30,14,,,1,,0,,10,New,,,,https://www.theblaze.com/news/leftist-narrative-around-dagny-benedicts-tragic-death-begins-to-crumble-under-scrutiny,,3/28/2024 11:38
hockey player death full video,Image pack,30,1,,,1,,0,,10,New,,,,https://www.theblaze.com/shows/pat-gray-unleashed/warning-graphic-content-video-captures-exact-moment-us-hockey-player-was-killed-on-ice,,4/13/2024 1:01
mark kenyon net worth,"People also ask, Image pack",10,0,,1,1,0,0,9,9,,,https://www.theblaze.com/news/2015/04/16/meet-the-27-year-old-who-left-a-swanky-job-at-google-to-make-a-living-doing-what-he-loves-hunting,,https://www.theblaze.com/news/2015/04/16/meet-the-27-year-old-who-left-a-swanky-job-at-google-to-make-a-living-doing-what-he-loves-hunting,1/11/2024 2:00,4/17/2024 22:34
caleb howe,Thumbnail,10,0,,1,1,-1,0,4,8,-4,,https://www.theblaze.com/u/calebhowe,,https://www.theblaze.com/u/calebhowe,12/31/2023 13:01,4/21/2024 23:00
grifgreen20,"Image pack, Thumbnail",10,3,,0,1,0,0,8,7,1,,https://www.theblaze.com/news/grifgreen20-bodega-tiktok-fired,,https://www.theblaze.com/news/grifgreen20-bodega-tiktok-fired,1/14/2024 10:41,4/19/2024 19:12
gnel frankian teacher,Image pack,80,0,,,1,,0,,8,New,,,Image pack,https://www.theblaze.com/news/french-teacher-illegal-video-racist,,4/22/2024 3:23
uncle jimmy dodds,,20,0,,0,1,0,0,15,10,5,,https://www.theblaze.com/fearless/whitlock-uncle-jimmys-covid-battle-teaches-me-a-new-lesson-about-cancel-culture-and-fear,,https://www.theblaze.com/fearless/whitlock-uncle-jimmys-covid-battle-teaches-me-a-new-lesson-about-cancel-culture-and-fear,1/19/2024 15:48,4/20/2024 14:13
rod githens husband,,20,6,,0,1,0,0,11,8,3,,https://www.theblaze.com/ca-prof-alleged-grooming-fbi,,https://www.theblaze.com/ca-prof-alleged-grooming-fbi,1/2/2024 19:10,3/24/2024 21:36
disney trans greeter,"Thumbnail, Image pack",30,2,,,1,,0,,10,New,,,,https://www.theblaze.com/news/disneyland-dress-store-male-greeter,,3/29/2024 12:56
gayborhood girl,Thumbnail,10,0,,1,1,0,0,4,6,-2,,https://www.theblaze.com/news/woman-repeatedly-screams-bloody-murder-drops-f-bombs-on-anti-abortion-street-preacher-in-seattle-gayborhood,,https://www.theblaze.com/news/woman-repeatedly-screams-bloody-murder-drops-f-bombs-on-anti-abortion-street-preacher-in-seattle-gayborhood,12/31/2023 11:09,4/5/2024 6:57
